usage,source,fichier,durée_min
fridge,LPG,fridge_64min_cycle32.csv,64
fridge,LPG,fridge_64min_cycle33.csv,64
fridge,LPG,fridge_64min_cycle34.csv,64
fridge,LPG,fridge_63min_cycle35.csv,63
fridge,LPG,fridge_63min_cycle36.csv,63
fridge,LPG,fridge_63min_cycle37.csv,63
fridge,LPG,fridge_63min_cycle38.csv,63
fridge,LPG,fridge_63min_cycle39.csv,63
fridge,LPG,fridge_63min_cycle40.csv,63
fridge,LPG,fridge_62min_cycle41.csv,62
fridge,LPG,fridge_62min_cycle42.csv,62
fridge,LPG,fridge_61min_cycle43.csv,61
fridge,LPG,fridge_61min_cycle44.csv,61
fridge,LPG,fridge_61min_cycle45.csv,61
fridge,LPG,fridge_60min_cycle46.csv,60
fridge,LPG,fridge_60min_cycle47.csv,60
fridge,LPG,fridge_59min_cycle48.csv,59
fridge,LPG,fridge_58min_cycle49.csv,58
fridge,LPG,fridge_58min_cycle50.csv,58
fridge,LPG,fridge_58min_cycle51.csv,58
fridge,LPG,fridge_57min_cycle52.csv,57
fridge,LPG,fridge_57min_cycle53.csv,57
fridge,LPG,fridge_56min_cycle54.csv,56
fridge,LPG,fridge_56min_cycle55.csv,56
fridge,LPG,fridge_56min_cycle56.csv,56
fridge,LPG,fridge_55min_cycle57.csv,55
fridge,LPG,fridge_55min_cycle58.csv,55
fridge,LPG,fridge_55min_cycle59.csv,55
fridge,LPG,fridge_55min_cycle60.csv,55
fridge,LPG,fridge_55min_cycle61.csv,55
fridge,LPG,fridge_55min_cycle62.csv,55
fridge,LPG,fridge_55min_cycle63.csv,55
fridge,LPG,fridge_54min_cycle64.csv,54
fridge,LPG,fridge_54min_cycle65.csv,54
fridge,LPG,fridge_53min_cycle66.csv,53
fridge,LPG,fridge_52min_cycle67.csv,52
fridge,LPG,fridge_52min_cycle68.csv,52
fridge,LPG,fridge_51min_cycle69.csv,51
fridge,LPG,fridge_48min_cycle70.csv,48
fridge,LPG,fridge_48min_cycle71.csv,48
fridge,LPG,fridge_46min_cycle72.csv,46
fridge,LPG,fridge_10min_cycle73.csv,10
fridge,LPG,fridge_10min_cycle74.csv,10
fridge,LPG,fridge_10min_cycle75.csv,10
fridge,LPG,fridge_10min_cycle76.csv,10
fridge,LPG,fridge_10min_cycle77.csv,10
fridge,LPG,fridge_10min_cycle78.csv,10
fridge,LPG,fridge_10min_cycle79.csv,10
fridge,LPG,fridge_10min_cycle80.csv,10
fridge,LPG,fridge_10min_cycle81.csv,10
fridge,LPG,fridge_10min_cycle82.csv,10
fridge,LPG,fridge_9min_cycle83.csv,9
fridge,LPG,fridge_9min_cycle84.csv,9
fridge,LPG,fridge_9min_cycle85.csv,9
fridge,LPG,fridge_9min_cycle86.csv,9
fridge,LPG,fridge_9min_cycle87.csv,9
fridge,LPG,fridge_9min_cycle88.csv,9
fridge,LPG,fridge_9min_cycle89.csv,9
fridge,LPG,fridge_9min_cycle90.csv,9
fridge,LPG,fridge_9min_cycle91.csv,9
fridge,LPG,fridge_9min_cycle92.csv,9
fridge,LPG,fridge_9min_cycle93.csv,9
fridge,LPG,fridge_9min_cycle94.csv,9
fridge,LPG,fridge_9min_cycle95.csv,9
fridge,LPG,fridge_9min_cycle96.csv,9
fridge,LPG,fridge_9min_cycle97.csv,9
fridge,LPG,fridge_9min_cycle98.csv,9
fridge,LPG,fridge_9min_cycle99.csv,9
fridge,LPG,fridge_9min_cycle100.csv,9
dryer,LPG,dryer_21min_cycle1.csv,21
dryer,LPG,dryer_22min_cycle2.csv,22
dryer,LPG,dryer_23min_cycle3.csv,23
dryer,LPG,dryer_24min_cycle4.csv,24
dryer,LPG,dryer_20min_cycle5.csv,20
dryer,LPG,dryer_21min_cycle6.csv,21
dryer,LPG,dryer_20min_cycle7.csv,20
dryer,LPG,dryer_19min_cycle8.csv,19
dryer,LPG,dryer_22min_cycle9.csv,22
dryer,LPG,dryer_4min_cycle10.csv,4
dryer,LPG,dryer_4min_cycle11.csv,4
dryer,LPG,dryer_22min_cycle12.csv,22
dryer,LPG,dryer_4min_cycle13.csv,4
dryer,LPG,dryer_5min_cycle14.csv,5
